2026-01-06 10:00:20 | INFO     | log:151 | [search_batch_stream] Batch stream search from: test_getUserProfile_2.xlsx
2026-01-06 10:00:20 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Cho tôi xem thông tin hồ sơ cá nhân] - formatted_query: [Cho tôi xem thông tin hồ sơ cá nhân] - normalized_query: [Cho tôi xem thông tin hồ sơ cá nhân]
2026-01-06 10:00:20 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.3348, max=59.2300
2026-01-06 10:00:20 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Cho tôi xem thông tin hồ sơ cá...' | Doc: getUserProfile | Tra | Boost: 0.25 | Matched: ['hồ sơ cá nhân']
2026-01-06 10:00:20 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Cho tôi xem thông tin hồ sơ cá...' -> getUserProfile | Tra cứu thông (score=1)
2026-01-06 10:00:20 | DEBUG    | log:153 | [normalize_query] 'Tôi muốn kiểm tra thông tin cá nhân tron...' -> 'Tôi muốn kiểm tra thông tin cá nhân tron...'
2026-01-06 10:00:20 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Tôi muốn kiểm tra thông tin cá nhân trong hệ thống] - formatted_query: [Tôi muốn kiểm tra thông tin cá nhân trong hệ thống] - normalized_query: [Tôi muốn kiểm tra thông tin cá nhân trong hệ thống]
2026-01-06 10:00:20 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0160, max=70.5246
2026-01-06 10:00:20 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tôi muốn kiểm tra thông tin cá...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['trong']
2026-01-06 10:00:20 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tôi muốn kiểm tra thông tin cá...' | Doc: getUserProfile | Tra | Boost: 0.25 | Matched: ['thông tin cá nhân']
2026-01-06 10:00:20 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Tôi muốn kiểm tra thông tin cá...' | Scores: {'getTransactionList | Tra cứu giao dịch chờ duyệt theo khoảng thời gian': 1, 'getUserProfile | Tra cứu thông tin cá nhân cơ bản': 1}
2026-01-06 10:00:20 | DEBUG    | log:153 | [normalize_query] 'Quốc tịch của tôi đang được lưu là gì?...' -> 'Quốc tịch của tôi đang được lưu là gì...'
2026-01-06 10:00:20 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Quốc tịch của tôi đang được lưu là gì?] - formatted_query: [Quốc tịch của tôi đang được lưu là gì] - normalized_query: [Quốc tịch của tôi đang được lưu là gì]
2026-01-06 10:00:21 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=36.6995
2026-01-06 10:00:21 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Quốc tịch của tôi đang được lư...' | Doc: getUserProfile | Tra | Boost: 0.25 | Matched: ['quốc tịch']
2026-01-06 10:00:21 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Quốc tịch của tôi đang được lư...' -> getUserProfile | Tra cứu thông (score=1)
2026-01-06 10:00:21 | DEBUG    | log:153 | [normalize_query] 'Cho biết thông tin cá nhân cơ bản của tô...' -> 'Cho biết thông tin cá nhân cơ bản của tô...'
2026-01-06 10:00:21 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Cho biết thông tin cá nhân cơ bản của tôi] - formatted_query: [Cho biết thông tin cá nhân cơ bản của tôi] - normalized_query: [Cho biết thông tin cá nhân cơ bản của tôi]
2026-01-06 10:00:21 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.3147, max=71.7808
2026-01-06 10:00:21 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Cho biết thông tin cá nhân cơ ...' | Doc: getUserProfile | Tra | Boost: 0.25 | Matched: ['thông tin cá nhân']
2026-01-06 10:00:21 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Cho biết thông tin cá nhân cơ ...' -> getUserProfile | Tra cứu thông (score=1)
2026-01-06 10:00:21 | DEBUG    | log:153 | [normalize_query] 'Hồ sơ cá nhân của tôi hiện tại gồm những...' -> 'Hồ sơ cá nhân của tôi hiện tại gồm những...'
2026-01-06 10:00:21 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Hồ sơ cá nhân của tôi hiện tại gồm những thông tin nào?] - formatted_query: [Hồ sơ cá nhân của tôi hiện tại gồm những thông tin nào] - normalized_query: [Hồ sơ cá nhân của tôi hiện tại gồm những thông tin nào]
2026-01-06 10:00:21 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.2721, max=63.9315
2026-01-06 10:00:21 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Hồ sơ cá nhân của tôi hiện tại...' | Doc: getUserProfile | Tra | Boost: 0.25 | Matched: ['hồ sơ cá nhân']
2026-01-06 10:00:21 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Hồ sơ cá nhân của tôi hiện tại...' -> getUserProfile | Tra cứu thông (score=1)
2026-01-06 10:00:21 | DEBUG    | log:153 | [normalize_query] 'Thông tin user của tôi...' -> 'Thông tin user của tôi...'
2026-01-06 10:00:21 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Thông tin user của tôi] - formatted_query: [Thông tin user của tôi] - normalized_query: [Thông tin user của tôi]
2026-01-06 10:00:21 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=7.2345
2026-01-06 10:00:21 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Thông tin user của tôi...' | Doc: getUserProfile | Tra | Boost: 0.25 | Matched: ['user']
2026-01-06 10:00:21 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Thông tin user của tôi...' -> getUserProfile | Tra cứu thông (score=1)
2026-01-06 10:00:21 | DEBUG    | log:153 | [normalize_query] 'Xem thông tin cá nhân trong hồ sơ khách ...' -> 'Xem thông tin cá nhân trong hồ sơ khách ...'
2026-01-06 10:00:21 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Xem thông tin cá nhân trong hồ sơ khách hàng] - formatted_query: [Xem thông tin cá nhân trong hồ sơ khách hàng] - normalized_query: [Xem thông tin cá nhân trong hồ sơ khách hàng]
2026-01-06 10:00:21 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.3348, max=76.0945
2026-01-06 10:00:21 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Xem thông tin cá nhân trong hồ...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['trong']
2026-01-06 10:00:21 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Xem thông tin cá nhân trong hồ...' | Doc: getUserProfile | Tra | Boost: 0.25 | Matched: ['thông tin cá nhân']
2026-01-06 10:00:21 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Xem thông tin cá nhân trong hồ...' | Scores: {'getTransactionList | Tra cứu giao dịch chờ duyệt theo khoảng thời gian': 1, 'getUserProfile | Tra cứu thông tin cá nhân cơ bản': 1}
2026-01-06 10:00:21 | DEBUG    | log:153 | [normalize_query] 'Tôi muốn xác nhận thông tin cá nhân của ...' -> 'Tôi muốn xác nhận thông tin cá nhân của ...'
2026-01-06 10:00:21 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Tôi muốn xác nhận thông tin cá nhân của mình] - formatted_query: [Tôi muốn xác nhận thông tin cá nhân của mình] - normalized_query: [Tôi muốn xác nhận thông tin cá nhân của mình]
2026-01-06 10:00:21 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.5157, max=59.3909
2026-01-06 10:00:21 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tôi muốn xác nhận thông tin cá...' | Doc: Tra cứu giao dịch nh | Boost: 0.25 | Matched: ['nhận']
2026-01-06 10:00:21 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tôi muốn xác nhận thông tin cá...' | Doc: getUserProfile | Tra | Boost: 0.25 | Matched: ['thông tin cá nhân']
2026-01-06 10:00:21 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Tôi muốn xác nhận thông tin cá...' | Scores: {'Tra cứu giao dịch nhận tiền': 1, 'getUserProfile | Tra cứu thông tin cá nhân cơ bản': 1}
2026-01-06 10:00:21 | DEBUG    | log:153 | [normalize_query] 'Thông tin cơ bản của tôi là gì?...' -> 'Thông tin cơ bản của tôi là gì...'
2026-01-06 10:00:21 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Thông tin cơ bản của tôi là gì?] - formatted_query: [Thông tin cơ bản của tôi là gì] - normalized_query: [Thông tin cơ bản của tôi là gì]
2026-01-06 10:00:21 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.1696, max=39.1480
2026-01-06 10:00:21 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Thông tin cơ bản của tôi là gì'
2026-01-06 10:00:21 | DEBUG    | log:153 | [normalize_query] 'Hệ thống đang ghi nhận giới tính của tôi...' -> 'Hệ thống đang ghi nhận giới tính của tôi...'
2026-01-06 10:00:21 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Hệ thống đang ghi nhận giới tính của tôi là gì?] - formatted_query: [Hệ thống đang ghi nhận giới tính của tôi là gì] - normalized_query: [Hệ thống đang ghi nhận giới tính của tôi là gì]
2026-01-06 10:00:21 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0963, max=49.4773
2026-01-06 10:00:21 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Hệ thống đang ghi nhận giới tí...' | Doc: Tra cứu giao dịch nh | Boost: 0.25 | Matched: ['nhận']
2026-01-06 10:00:21 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Hệ thống đang ghi nhận giới tí...' | Doc: getUserProfile | Tra | Boost: 0.25 | Matched: ['giới tính']
2026-01-06 10:00:21 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Hệ thống đang ghi nhận giới tí...' | Scores: {'Tra cứu giao dịch nhận tiền': 1, 'getUserProfile | Tra cứu thông tin cá nhân cơ bản': 1}
2026-01-06 10:00:21 | DEBUG    | log:153 | [normalize_query] 'Hiển thị chi tiết họ tên, ngày sinh và q...' -> 'Hiển thị chi tiết họ tên, ngày sinh và q...'
2026-01-06 10:00:21 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Hiển thị chi tiết họ tên, ngày sinh và quốc tịch của tôi] - formatted_query: [Hiển thị chi tiết họ tên, ngày sinh và quốc tịch của tôi] - normalized_query: [Hiển thị chi tiết họ tên, ngày sinh và quốc tịch của tôi]
2026-01-06 10:00:21 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=58.1160
2026-01-06 10:00:21 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Hiển thị chi tiết họ tên, ngày...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['ngày']
2026-01-06 10:00:21 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Hiển thị chi tiết họ tên, ngày...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['ngày']
2026-01-06 10:00:21 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Hiển thị chi tiết họ tên, ngày...' | Doc: getUserProfile | Tra | Boost: 0.75 | Matched: ['họ tên', 'ngày sinh', 'quốc tịch']
2026-01-06 10:00:21 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Hiển thị chi tiết họ tên, ngày...' -> getUserProfile | Tra cứu thông (score=3)
2026-01-06 10:00:21 | DEBUG    | log:153 | [normalize_query] 'Cho tôi xem lại các thông tin cơ bản đã ...' -> 'Cho tôi xem lại các thông tin cơ bản đã ...'
2026-01-06 10:00:21 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Cho tôi xem lại các thông tin cơ bản đã khai báo] - formatted_query: [Cho tôi xem lại các thông tin cơ bản đã khai báo] - normalized_query: [Cho tôi xem lại các thông tin cơ bản đã khai báo]
2026-01-06 10:00:21 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.3348, max=50.8668
2026-01-06 10:00:21 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Cho tôi xem lại các thông tin cơ bản đã khai báo'
2026-01-06 10:00:21 | DEBUG    | log:153 | [normalize_query] 'Tên đầy đủ của tôi trên hệ thống là gì?...' -> 'Tên đầy đủ của tôi trên hệ thống là gì...'
2026-01-06 10:00:21 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Tên đầy đủ của tôi trên hệ thống là gì?] - formatted_query: [Tên đầy đủ của tôi trên hệ thống là gì] - normalized_query: [Tên đầy đủ của tôi trên hệ thống là gì]
2026-01-06 10:00:21 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0477, max=23.3910
2026-01-06 10:00:21 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tên đầy đủ của tôi trên hệ thố...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['trên']
2026-01-06 10:00:21 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tên đầy đủ của tôi trên hệ thố...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['trên']
2026-01-06 10:00:21 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Tên đầy đủ của tôi trên hệ thố...' | Scores: {'Tra cứu giao dịch theo số tiền': 1, 'getTransactionList | Tra cứu giao dịch chờ duyệt theo số tiền hoặc hạn mức': 1}
2026-01-06 10:00:21 | DEBUG    | log:153 | [normalize_query] 'Ngày tháng năm sinh của tôi có chính xác...' -> 'Ngày tháng năm sinh của tôi có chính xác...'
2026-01-06 10:00:21 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Ngày tháng năm sinh của tôi có chính xác không?] - formatted_query: [Ngày tháng năm sinh của tôi có chính xác không] - normalized_query: [Ngày tháng năm sinh của tôi có chính xác không]
2026-01-06 10:00:21 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.7392, max=16.4688
2026-01-06 10:00:21 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Ngày tháng năm sinh của tôi có...' | Doc: Tra cứu lịch sử giao | Boost: 0.75 | Matched: ['ngày', 'tháng', 'năm']
2026-01-06 10:00:21 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Ngày tháng năm sinh của tôi có...' | Doc: getTransactionList | | Boost: 0.75 | Matched: ['ngày', 'tháng', 'năm']
2026-01-06 10:00:21 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Ngày tháng năm sinh của tôi có...' | Scores: {'Tra cứu lịch sử giao dịch theo khoảng thời gian': 3, 'getTransactionList | Tra cứu giao dịch chờ duyệt theo khoảng thời gian': 3}
2026-01-06 10:00:21 | DEBUG    | log:153 | [normalize_query] 'Tôi mang quốc tịch gì trong hồ sơ?...' -> 'Tôi mang quốc tịch gì trong hồ sơ...'
2026-01-06 10:00:21 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Tôi mang quốc tịch gì trong hồ sơ?] - formatted_query: [Tôi mang quốc tịch gì trong hồ sơ] - normalized_query: [Tôi mang quốc tịch gì trong hồ sơ]
2026-01-06 10:00:21 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0095, max=29.1243
2026-01-06 10:00:21 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tôi mang quốc tịch gì trong hồ...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['trong']
2026-01-06 10:00:21 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tôi mang quốc tịch gì trong hồ...' | Doc: getUserProfile | Tra | Boost: 0.25 | Matched: ['quốc tịch']
2026-01-06 10:00:21 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Tôi mang quốc tịch gì trong hồ...' | Scores: {'getTransactionList | Tra cứu giao dịch chờ duyệt theo khoảng thời gian': 1, 'getUserProfile | Tra cứu thông tin cá nhân cơ bản': 1}
2026-01-06 10:00:21 | DEBUG    | log:153 | [normalize_query] 'Giới tính của tôi hiển thị như thế nào?...' -> 'Giới tính của tôi hiển thị như thế nào...'
2026-01-06 10:00:21 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Giới tính của tôi hiển thị như thế nào?] - formatted_query: [Giới tính của tôi hiển thị như thế nào] - normalized_query: [Giới tính của tôi hiển thị như thế nào]
2026-01-06 10:00:21 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=32.0739
2026-01-06 10:00:21 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Giới tính của tôi hiển thị như...' | Doc: getUserProfile | Tra | Boost: 0.25 | Matched: ['giới tính']
2026-01-06 10:00:21 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Giới tính của tôi hiển thị như...' -> getUserProfile | Tra cứu thông (score=1)
2026-01-06 10:00:21 | DEBUG    | log:153 | [normalize_query] 'Hồ sơ cá nhân của tôi có đang hoạt động ...' -> 'Hồ sơ cá nhân của tôi có đang hoạt động ...'
2026-01-06 10:00:21 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Hồ sơ cá nhân của tôi có đang hoạt động không?] - formatted_query: [Hồ sơ cá nhân của tôi có đang hoạt động không] - normalized_query: [Hồ sơ cá nhân của tôi có đang hoạt động không]
2026-01-06 10:00:21 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0126, max=47.1281
2026-01-06 10:00:21 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Hồ sơ cá nhân của tôi có đang ...' | Doc: getUserProfile | Tra | Boost: 0.25 | Matched: ['hồ sơ cá nhân']
2026-01-06 10:00:21 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Hồ sơ cá nhân của tôi có đang ...' | Doc: getUserProfile | Kiể | Boost: 0.25 | Matched: ['hoạt động']
2026-01-06 10:00:21 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Hồ sơ cá nhân của tôi có đang ...' | Scores: {'getUserProfile | Tra cứu thông tin cá nhân cơ bản': 1, 'getUserProfile | Kiểm tra trạng thái hồ sơ khách hàng': 1}
2026-01-06 10:00:21 | DEBUG    | log:153 | [normalize_query] 'Cho tôi kiểm tra dữ liệu cá nhân của tôi...' -> 'Cho tôi kiểm tra dữ liệu cá nhân của tôi...'
2026-01-06 10:00:21 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Cho tôi kiểm tra dữ liệu cá nhân của tôi] - formatted_query: [Cho tôi kiểm tra dữ liệu cá nhân của tôi] - normalized_query: [Cho tôi kiểm tra dữ liệu cá nhân của tôi]
2026-01-06 10:00:21 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0753, max=24.7815
2026-01-06 10:00:21 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Cho tôi kiểm tra dữ liệu cá nhân của tôi'
2026-01-06 10:00:21 | DEBUG    | log:153 | [normalize_query] 'Thông tin định danh cơ bản của tôi là gì...' -> 'Thông tin định danh cơ bản của tôi là gì...'
2026-01-06 10:00:21 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Thông tin định danh cơ bản của tôi là gì?] - formatted_query: [Thông tin định danh cơ bản của tôi là gì] - normalized_query: [Thông tin định danh cơ bản của tôi là gì]
2026-01-06 10:00:21 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.3348, max=43.2495
2026-01-06 10:00:21 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Thông tin định danh cơ bản của...' | Doc: getUserProfile | Tra | Boost: 0.25 | Matched: ['định danh']
2026-01-06 10:00:21 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Thông tin định danh cơ bản của...' -> getUserProfile | Tra cứu thông (score=1)
