2025-12-31 10:06:29 | INFO     | log:151 | [upload_documents] Uploading 1 files
2025-12-31 10:06:29 | DEBUG    | log:153 | [insert_document_with_examples] Inserted 20 examples for doc_id=18
2025-12-31 10:06:29 | DEBUG    | log:153 | [build_search_text] Built search_text (623 chars)
2025-12-31 10:06:29 | DEBUG    | log:153 | [insert_document_with_examples] Inserting doc_id=19, search_text length=623
2025-12-31 10:06:29 | INFO     | log:151 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=19...
2025-12-31 10:06:29 | INFO     | log:151 | [insert_document_with_examples] doc_table.insert() completed in 0.03s for doc_id=19
2025-12-31 10:06:29 | DEBUG    | log:153 | [parse_examples_to_list] Parsed 20 examples
2025-12-31 10:06:30 | DEBUG    | log:153 | [insert_document_with_examples] Inserted 20 examples for doc_id=19
2025-12-31 10:06:30 | DEBUG    | log:153 | [build_search_text] Built search_text (613 chars)
2025-12-31 10:06:30 | DEBUG    | log:153 | [insert_document_with_examples] Inserting doc_id=20, search_text length=613
2025-12-31 10:06:30 | INFO     | log:151 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=20...
2025-12-31 10:06:30 | INFO     | log:151 | [insert_document_with_examples] doc_table.insert() completed in 0.04s for doc_id=20
2025-12-31 10:06:30 | DEBUG    | log:153 | [parse_examples_to_list] Parsed 20 examples
2025-12-31 10:06:30 | DEBUG    | log:153 | [insert_document_with_examples] Inserted 20 examples for doc_id=20
2025-12-31 10:06:30 | DEBUG    | log:153 | [build_search_text] Built search_text (606 chars)
2025-12-31 10:06:30 | DEBUG    | log:153 | [insert_document_with_examples] Inserting doc_id=21, search_text length=606
2025-12-31 10:06:30 | INFO     | log:151 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=21...
2025-12-31 10:06:30 | INFO     | log:151 | [insert_document_with_examples] doc_table.insert() completed in 0.03s for doc_id=21
2025-12-31 10:06:30 | DEBUG    | log:153 | [parse_examples_to_list] Parsed 20 examples
2025-12-31 10:06:30 | DEBUG    | log:153 | [insert_document_with_examples] Inserted 20 examples for doc_id=21
2025-12-31 10:06:30 | INFO     | log:151 | [upload_documents] Inserted 7 docs with 140 examples
2025-12-31 10:06:30 | DEBUG    | log:153 | [invalidate_embeddings_cache] Embeddings cache invalidated
2025-12-31 10:06:30 | DEBUG    | log:153 | [reset_all_caches] All caches invalidated
2025-12-31 10:06:30 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-31 10:06:30 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 10:06:30 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 10:06:30 | INFO     | log:151 | [list_documents] Found 22 documents
2025-12-31 10:06:49 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-31 10:06:49 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 10:06:49 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 10:06:49 | INFO     | log:151 | [list_documents] Found 22 documents
2025-12-31 10:07:18 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-31 10:07:18 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 10:07:18 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 10:07:18 | INFO     | log:151 | [list_documents] Found 22 documents
2025-12-31 10:07:57 | INFO     | log:151 | [export_all_documents] Exporting all documents...
2025-12-31 10:07:57 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 10:07:57 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 10:07:57 | INFO     | log:151 | [export_all_documents] Exported 22 documents to kb_backup_all_20251231_100757.xlsx
2025-12-31 10:09:25 | INFO     | log:151 | [delete_document] Deleting document doc_id=15
2025-12-31 10:09:25 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 10:09:25 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 10:09:25 | INFO     | log:151 | [delete_document] Deleted 20 examples
2025-12-31 10:09:25 | INFO     | log:151 | [delete_document] Document doc_id=15 deleted
2025-12-31 10:09:25 | DEBUG    | log:153 | [invalidate_embeddings_cache] Embeddings cache invalidated
2025-12-31 10:09:25 | DEBUG    | log:153 | [reset_all_caches] All caches invalidated
2025-12-31 10:09:25 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-31 10:09:25 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 10:09:25 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 10:09:25 | INFO     | log:151 | [list_documents] Found 21 documents
2025-12-31 10:09:25 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-31 10:09:25 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 10:09:25 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 10:09:25 | INFO     | log:151 | [list_documents] Found 21 documents
2025-12-31 10:09:27 | INFO     | log:151 | [delete_document] Deleting document doc_id=16
2025-12-31 10:09:27 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 10:09:27 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 10:09:27 | INFO     | log:151 | [delete_document] Deleted 20 examples
2025-12-31 10:09:28 | INFO     | log:151 | [delete_document] Document doc_id=16 deleted
2025-12-31 10:09:28 | DEBUG    | log:153 | [invalidate_embeddings_cache] Embeddings cache invalidated
2025-12-31 10:09:28 | DEBUG    | log:153 | [reset_all_caches] All caches invalidated
2025-12-31 10:09:28 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-31 10:09:28 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 10:09:28 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 10:09:28 | INFO     | log:151 | [list_documents] Found 20 documents
2025-12-31 10:09:28 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-31 10:09:28 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 10:09:28 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 10:09:28 | INFO     | log:151 | [list_documents] Found 20 documents
2025-12-31 10:09:31 | INFO     | log:151 | [delete_document] Deleting document doc_id=17
2025-12-31 10:09:31 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 10:09:31 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 10:09:31 | INFO     | log:151 | [delete_document] Deleted 20 examples
2025-12-31 10:09:31 | INFO     | log:151 | [delete_document] Document doc_id=17 deleted
2025-12-31 10:09:31 | DEBUG    | log:153 | [invalidate_embeddings_cache] Embeddings cache invalidated
2025-12-31 10:09:31 | DEBUG    | log:153 | [reset_all_caches] All caches invalidated
2025-12-31 10:09:31 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-31 10:09:31 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 10:09:31 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 10:09:31 | INFO     | log:151 | [list_documents] Found 19 documents
2025-12-31 10:09:31 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-31 10:09:31 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 10:09:31 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 10:09:31 | INFO     | log:151 | [list_documents] Found 19 documents
2025-12-31 10:09:34 | INFO     | log:151 | [delete_document] Deleting document doc_id=18
2025-12-31 10:09:34 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 10:09:34 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 10:09:34 | INFO     | log:151 | [delete_document] Deleted 20 examples
2025-12-31 10:09:34 | INFO     | log:151 | [delete_document] Document doc_id=18 deleted
2025-12-31 10:09:34 | DEBUG    | log:153 | [invalidate_embeddings_cache] Embeddings cache invalidated
2025-12-31 10:09:34 | DEBUG    | log:153 | [reset_all_caches] All caches invalidated
2025-12-31 10:09:34 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-31 10:09:34 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 10:09:34 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 10:09:34 | INFO     | log:151 | [list_documents] Found 18 documents
2025-12-31 10:09:34 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-31 10:09:34 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 10:09:34 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 10:09:34 | INFO     | log:151 | [list_documents] Found 18 documents
2025-12-31 10:09:36 | INFO     | log:151 | [delete_document] Deleting document doc_id=19
2025-12-31 10:09:36 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 10:09:36 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 10:09:36 | INFO     | log:151 | [delete_document] Deleted 20 examples
2025-12-31 10:09:36 | INFO     | log:151 | [delete_document] Document doc_id=19 deleted
2025-12-31 10:09:36 | DEBUG    | log:153 | [invalidate_embeddings_cache] Embeddings cache invalidated
2025-12-31 10:09:36 | DEBUG    | log:153 | [reset_all_caches] All caches invalidated
2025-12-31 10:09:36 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-31 10:09:36 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 10:09:36 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 10:09:36 | INFO     | log:151 | [list_documents] Found 17 documents
2025-12-31 10:09:36 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-31 10:09:36 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 10:09:36 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 10:09:36 | INFO     | log:151 | [list_documents] Found 17 documents
2025-12-31 10:09:39 | INFO     | log:151 | [delete_document] Deleting document doc_id=20
2025-12-31 10:09:39 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 10:09:39 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 10:09:39 | INFO     | log:151 | [delete_document] Deleted 20 examples
2025-12-31 10:09:39 | INFO     | log:151 | [delete_document] Document doc_id=20 deleted
2025-12-31 10:09:39 | DEBUG    | log:153 | [invalidate_embeddings_cache] Embeddings cache invalidated
2025-12-31 10:09:39 | DEBUG    | log:153 | [reset_all_caches] All caches invalidated
2025-12-31 10:09:39 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-31 10:09:39 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 10:09:39 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 10:09:39 | INFO     | log:151 | [list_documents] Found 16 documents
2025-12-31 10:09:39 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-31 10:09:39 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 10:09:39 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 10:09:39 | INFO     | log:151 | [list_documents] Found 16 documents
2025-12-31 10:09:42 | INFO     | log:151 | [delete_document] Deleting document doc_id=21
2025-12-31 10:09:42 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 10:09:42 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 10:09:42 | INFO     | log:151 | [delete_document] Deleted 20 examples
2025-12-31 10:09:42 | INFO     | log:151 | [delete_document] Document doc_id=21 deleted
2025-12-31 10:09:42 | DEBUG    | log:153 | [invalidate_embeddings_cache] Embeddings cache invalidated
2025-12-31 10:09:42 | DEBUG    | log:153 | [reset_all_caches] All caches invalidated
2025-12-31 10:09:42 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-31 10:09:42 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 10:09:42 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 10:09:42 | INFO     | log:151 | [list_documents] Found 15 documents
2025-12-31 10:09:42 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-31 10:09:42 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 10:09:42 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 10:09:42 | INFO     | log:151 | [list_documents] Found 15 documents
2025-12-31 10:19:11 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-31 10:19:11 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 10:19:11 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 10:19:11 | INFO     | log:151 | [list_documents] Found 15 documents
2025-12-31 10:19:14 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-31 10:19:14 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 10:19:14 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 10:19:14 | INFO     | log:151 | [list_documents] Found 15 documents
2025-12-31 10:19:37 | INFO     | log:151 | [upload_documents] Uploading 1 files
2025-12-31 10:19:37 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 10:19:37 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 10:19:37 | DEBUG    | log:153 | [build_search_text] Built search_text (625 chars)
2025-12-31 10:19:37 | DEBUG    | log:153 | [insert_document_with_examples] Inserting doc_id=15, search_text length=625
2025-12-31 10:19:37 | INFO     | log:151 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=15...
2025-12-31 10:19:37 | INFO     | log:151 | [insert_document_with_examples] doc_table.insert() completed in 0.04s for doc_id=15
2025-12-31 10:19:37 | DEBUG    | log:153 | [parse_examples_to_list] Parsed 20 examples
2025-12-31 10:19:37 | DEBUG    | log:153 | [insert_document_with_examples] Inserted 20 examples for doc_id=15
2025-12-31 10:19:37 | DEBUG    | log:153 | [build_search_text] Built search_text (621 chars)
2025-12-31 10:19:37 | DEBUG    | log:153 | [insert_document_with_examples] Inserting doc_id=16, search_text length=621
2025-12-31 10:19:37 | INFO     | log:151 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=16...
2025-12-31 10:19:37 | INFO     | log:151 | [insert_document_with_examples] doc_table.insert() completed in 0.04s for doc_id=16
2025-12-31 10:19:37 | DEBUG    | log:153 | [parse_examples_to_list] Parsed 20 examples
2025-12-31 10:19:37 | DEBUG    | log:153 | [insert_document_with_examples] Inserted 20 examples for doc_id=16
2025-12-31 10:19:37 | DEBUG    | log:153 | [build_search_text] Built search_text (619 chars)
2025-12-31 10:19:37 | DEBUG    | log:153 | [insert_document_with_examples] Inserting doc_id=17, search_text length=619
2025-12-31 10:19:37 | INFO     | log:151 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=17...
2025-12-31 10:19:38 | INFO     | log:151 | [insert_document_with_examples] doc_table.insert() completed in 0.04s for doc_id=17
2025-12-31 10:19:38 | DEBUG    | log:153 | [parse_examples_to_list] Parsed 20 examples
2025-12-31 10:19:38 | DEBUG    | log:153 | [insert_document_with_examples] Inserted 20 examples for doc_id=17
2025-12-31 10:19:38 | DEBUG    | log:153 | [build_search_text] Built search_text (617 chars)
2025-12-31 10:19:38 | DEBUG    | log:153 | [insert_document_with_examples] Inserting doc_id=18, search_text length=617
2025-12-31 10:19:38 | INFO     | log:151 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=18...
2025-12-31 10:19:38 | INFO     | log:151 | [insert_document_with_examples] doc_table.insert() completed in 0.04s for doc_id=18
2025-12-31 10:19:38 | DEBUG    | log:153 | [parse_examples_to_list] Parsed 20 examples
2025-12-31 10:19:38 | DEBUG    | log:153 | [insert_document_with_examples] Inserted 20 examples for doc_id=18
2025-12-31 10:19:38 | DEBUG    | log:153 | [build_search_text] Built search_text (623 chars)
2025-12-31 10:19:38 | DEBUG    | log:153 | [insert_document_with_examples] Inserting doc_id=19, search_text length=623
2025-12-31 10:19:38 | INFO     | log:151 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=19...
2025-12-31 10:19:38 | INFO     | log:151 | [insert_document_with_examples] doc_table.insert() completed in 0.03s for doc_id=19
2025-12-31 10:19:38 | DEBUG    | log:153 | [parse_examples_to_list] Parsed 20 examples
2025-12-31 10:19:38 | DEBUG    | log:153 | [insert_document_with_examples] Inserted 20 examples for doc_id=19
2025-12-31 10:19:38 | DEBUG    | log:153 | [build_search_text] Built search_text (613 chars)
2025-12-31 10:19:38 | DEBUG    | log:153 | [insert_document_with_examples] Inserting doc_id=20, search_text length=613
2025-12-31 10:19:38 | INFO     | log:151 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=20...
2025-12-31 10:19:38 | INFO     | log:151 | [insert_document_with_examples] doc_table.insert() completed in 0.03s for doc_id=20
2025-12-31 10:19:38 | DEBUG    | log:153 | [parse_examples_to_list] Parsed 20 examples
2025-12-31 10:19:38 | DEBUG    | log:153 | [insert_document_with_examples] Inserted 20 examples for doc_id=20
2025-12-31 10:19:38 | DEBUG    | log:153 | [build_search_text] Built search_text (606 chars)
2025-12-31 10:19:38 | DEBUG    | log:153 | [insert_document_with_examples] Inserting doc_id=21, search_text length=606
2025-12-31 10:19:38 | INFO     | log:151 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=21...
2025-12-31 10:19:38 | INFO     | log:151 | [insert_document_with_examples] doc_table.insert() completed in 0.03s for doc_id=21
2025-12-31 10:19:38 | DEBUG    | log:153 | [parse_examples_to_list] Parsed 20 examples
2025-12-31 10:19:38 | DEBUG    | log:153 | [insert_document_with_examples] Inserted 20 examples for doc_id=21
2025-12-31 10:19:38 | INFO     | log:151 | [upload_documents] Inserted 7 docs with 140 examples
2025-12-31 10:19:38 | DEBUG    | log:153 | [invalidate_embeddings_cache] Embeddings cache invalidated
2025-12-31 10:19:38 | DEBUG    | log:153 | [reset_all_caches] All caches invalidated
2025-12-31 10:19:38 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-31 10:19:38 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 10:19:38 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 10:19:38 | INFO     | log:151 | [list_documents] Found 22 documents
2025-12-31 10:19:47 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-31 10:19:47 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 10:19:47 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 10:19:47 | INFO     | log:151 | [list_documents] Found 22 documents
2025-12-31 10:20:54 | CRITICAL | log:149 | [delete_all_documents] ⚠️ User requested DELETE ALL...
2025-12-31 10:20:54 | CRITICAL | log:149 | [drop_and_create_tables] ⚠️ DROPPING ALL DATA...
2025-12-31 10:20:54 | INFO     | log:151 | [_create_tables_internal] Creating new tables...
2025-12-31 10:20:54 | DEBUG    | log:153 | [_create_tables_internal] Documents table created
2025-12-31 10:20:54 | DEBUG    | log:153 | [_create_tables_internal] Examples table created
2025-12-31 10:20:54 | DEBUG    | log:153 | [_create_tables_internal] search_embed index added
2025-12-31 10:20:54 | DEBUG    | log:153 | [_create_tables_internal] example_embed index added
2025-12-31 10:20:54 | INFO     | log:151 | [_create_tables_internal] All indexes created with model: intfloat/multilingual-e5-large
2025-12-31 10:20:54 | DEBUG    | log:153 | [invalidate_embeddings_cache] Embeddings cache invalidated
2025-12-31 10:20:54 | DEBUG    | log:153 | [reset_all_caches] All caches invalidated
2025-12-31 10:20:54 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-31 10:20:54 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 10:20:54 | DEBUG    | log:153 | [get_tables] Loaded existing tables
2025-12-31 10:20:54 | INFO     | log:151 | [list_documents] Found 0 documents
2025-12-31 10:21:54 | DEBUG    | log:153 | [index] Serving web UI
2025-12-31 10:21:54 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-31 10:21:54 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 10:21:54 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 10:21:54 | INFO     | log:151 | [list_documents] Found 0 documents
2025-12-31 10:21:56 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-31 10:21:56 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 10:21:56 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 10:21:56 | INFO     | log:151 | [list_documents] Found 0 documents
2025-12-31 10:22:09 | INFO     | log:151 | [upload_documents] Uploading 1 files
2025-12-31 10:22:09 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 10:22:09 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 10:22:09 | DEBUG    | log:153 | [build_search_text] Built search_text (716 chars)
2025-12-31 10:22:09 | DEBUG    | log:153 | [insert_document_with_examples] Inserting doc_id=0, search_text length=716
2025-12-31 10:22:09 | INFO     | log:151 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=0...
2025-12-31 10:22:09 | INFO     | log:151 | [insert_document_with_examples] doc_table.insert() completed in 0.11s for doc_id=0
2025-12-31 10:22:09 | DEBUG    | log:153 | [parse_examples_to_list] Parsed 20 examples
2025-12-31 10:22:09 | DEBUG    | log:153 | [insert_document_with_examples] Inserted 20 examples for doc_id=0
2025-12-31 10:22:09 | DEBUG    | log:153 | [build_search_text] Built search_text (792 chars)
2025-12-31 10:22:09 | DEBUG    | log:153 | [insert_document_with_examples] Inserting doc_id=1, search_text length=792
2025-12-31 10:22:09 | INFO     | log:151 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=1...
2025-12-31 10:22:09 | INFO     | log:151 | [insert_document_with_examples] doc_table.insert() completed in 0.04s for doc_id=1
2025-12-31 10:22:09 | DEBUG    | log:153 | [parse_examples_to_list] Parsed 20 examples
2025-12-31 10:22:09 | DEBUG    | log:153 | [insert_document_with_examples] Inserted 20 examples for doc_id=1
2025-12-31 10:22:09 | DEBUG    | log:153 | [build_search_text] Built search_text (786 chars)
2025-12-31 10:22:09 | DEBUG    | log:153 | [insert_document_with_examples] Inserting doc_id=2, search_text length=786
2025-12-31 10:22:09 | INFO     | log:151 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=2...
2025-12-31 10:22:09 | INFO     | log:151 | [insert_document_with_examples] doc_table.insert() completed in 0.04s for doc_id=2
2025-12-31 10:22:09 | DEBUG    | log:153 | [parse_examples_to_list] Parsed 20 examples
2025-12-31 10:22:09 | DEBUG    | log:153 | [insert_document_with_examples] Inserted 20 examples for doc_id=2
2025-12-31 10:22:09 | DEBUG    | log:153 | [build_search_text] Built search_text (787 chars)
2025-12-31 10:22:09 | DEBUG    | log:153 | [insert_document_with_examples] Inserting doc_id=3, search_text length=787
2025-12-31 10:22:09 | INFO     | log:151 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=3...
2025-12-31 10:22:09 | INFO     | log:151 | [insert_document_with_examples] doc_table.insert() completed in 0.04s for doc_id=3
2025-12-31 10:22:09 | DEBUG    | log:153 | [parse_examples_to_list] Parsed 20 examples
2025-12-31 10:22:09 | DEBUG    | log:153 | [insert_document_with_examples] Inserted 20 examples for doc_id=3
2025-12-31 10:22:09 | DEBUG    | log:153 | [build_search_text] Built search_text (837 chars)
2025-12-31 10:22:09 | DEBUG    | log:153 | [insert_document_with_examples] Inserting doc_id=4, search_text length=837
2025-12-31 10:22:09 | INFO     | log:151 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=4...
2025-12-31 10:22:09 | INFO     | log:151 | [insert_document_with_examples] doc_table.insert() completed in 0.04s for doc_id=4
2025-12-31 10:22:09 | DEBUG    | log:153 | [parse_examples_to_list] Parsed 20 examples
2025-12-31 10:22:09 | DEBUG    | log:153 | [insert_document_with_examples] Inserted 20 examples for doc_id=4
2025-12-31 10:22:09 | DEBUG    | log:153 | [build_search_text] Built search_text (921 chars)
2025-12-31 10:22:09 | DEBUG    | log:153 | [insert_document_with_examples] Inserting doc_id=5, search_text length=921
2025-12-31 10:22:09 | INFO     | log:151 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=5...
2025-12-31 10:22:09 | INFO     | log:151 | [insert_document_with_examples] doc_table.insert() completed in 0.04s for doc_id=5
2025-12-31 10:22:09 | DEBUG    | log:153 | [parse_examples_to_list] Parsed 21 examples
2025-12-31 10:22:09 | DEBUG    | log:153 | [insert_document_with_examples] Inserted 21 examples for doc_id=5
2025-12-31 10:22:09 | DEBUG    | log:153 | [build_search_text] Built search_text (687 chars)
2025-12-31 10:22:09 | DEBUG    | log:153 | [insert_document_with_examples] Inserting doc_id=6, search_text length=687
2025-12-31 10:22:09 | INFO     | log:151 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=6...
2025-12-31 10:22:09 | INFO     | log:151 | [insert_document_with_examples] doc_table.insert() completed in 0.04s for doc_id=6
2025-12-31 10:22:09 | DEBUG    | log:153 | [parse_examples_to_list] Parsed 1 examples
2025-12-31 10:22:10 | DEBUG    | log:153 | [insert_document_with_examples] Inserted 1 examples for doc_id=6
2025-12-31 10:22:10 | DEBUG    | log:153 | [build_search_text] Built search_text (782 chars)
2025-12-31 10:22:10 | DEBUG    | log:153 | [insert_document_with_examples] Inserting doc_id=7, search_text length=782
